"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY SMALLCAP 250","03 Sep 2026","34.04","3.59",".55"
"NIFTY SMALLCAP 250","02 Sep 2026","33.69","3.56",".56"
"NIFTY SMALLCAP 250","01 Sep 2026","33.88","3.59",".56"
"NIFTY SMALLCAP 250","31 Aug 2026","33.9","3.59",".56"
"NIFTY SMALLCAP 250","28 Aug 2026","34.06","3.62",".58"
"NIFTY SMALLCAP 250","27 Aug 2026","33.95","3.6",".57"
"NIFTY SMALLCAP 250","26 Aug 2026","34.02","3.61",".57"
"NIFTY SMALLCAP 250","25 Aug 2026","33.82","3.6",".57"
"NIFTY SMALLCAP 250","24 Aug 2026","33.91","3.6",".57"
"NIFTY SMALLCAP 250","21 Aug 2026","33.98","3.61",".57"
"NIFTY SMALLCAP 250","20 Aug 2026","33.84","3.6",".58"
"NIFTY SMALLCAP 250","19 Aug 2026","33.65","3.59",".58"
"NIFTY SMALLCAP 250","18 Aug 2026","33.87","3.61",".58"
"NIFTY SMALLCAP 250","17 Aug 2026","33.93","3.6",".57"
"NIFTY SMALLCAP 250","14 Aug 2026","34.05","3.6",".57"
"NIFTY SMALLCAP 250","13 Aug 2026","34.21","3.61",".58"
"NIFTY SMALLCAP 250","12 Aug 2026","34.22","3.6",".58"
"NIFTY SMALLCAP 250","11 Aug 2026","34.38","3.61",".58"
"NIFTY SMALLCAP 250","10 Aug 2026","34.25","3.62",".59"
"NIFTY SMALLCAP 250","07 Aug 2026","34.43","3.63",".59"
"NIFTY SMALLCAP 250","06 Aug 2026","34.52","3.64",".6"
"NIFTY SMALLCAP 250","05 Aug 2026","34.53","3.63",".61"
"NIFTY SMALLCAP 250","04 Aug 2026","34.6","3.61",".61"
"NIFTY SMALLCAP 250","03 Aug 2026","34.61","3.61",".61"
"NIFTY SMALLCAP 250","31 Jul 2026","34.25","3.56",".64"
"NIFTY SMALLCAP 250","30 Jul 2026","34","3.55",".63"
"NIFTY SMALLCAP 250","29 Jul 2026","34.44","3.58",".62"
"NIFTY SMALLCAP 250","28 Jul 2026","34.04","3.54",".63"
"NIFTY SMALLCAP 250","27 Jul 2026","34.54","3.58",".62"
"NIFTY SMALLCAP 250","24 Jul 2026","34.37","3.56",".64"
"NIFTY SMALLCAP 250","23 Jul 2026","34.77","3.58",".63"
"NIFTY SMALLCAP 250","22 Jul 2026","35.25","3.63",".63"
"NIFTY SMALLCAP 250","21 Jul 2026","35.99","3.69",".62"
"NIFTY SMALLCAP 250","20 Jul 2026","35.95","3.68",".62"
"NIFTY SMALLCAP 250","17 Jul 2026","36.05","3.7",".64"
"NIFTY SMALLCAP 250","16 Jul 2026","36.36","3.75",".62"
