"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY MIDCAP 150","31 Dec 2024","43.3","5.53",".76"
"NIFTY MIDCAP 150","30 Dec 2024","42.39","5.44",".77"
"NIFTY MIDCAP 150","27 Dec 2024","42.31","5.43",".77"
"NIFTY MIDCAP 150","26 Dec 2024","42.36","5.43",".77"
"NIFTY MIDCAP 150","24 Dec 2024","42.33","5.43",".77"
"NIFTY MIDCAP 150","23 Dec 2024","42.32","5.43",".77"
"NIFTY MIDCAP 150","20 Dec 2024","42.27","5.42",".77"
"NIFTY MIDCAP 150","19 Dec 2024","43.32","5.56",".75"
"NIFTY MIDCAP 150","18 Dec 2024","43.42","5.57",".75"
"NIFTY MIDCAP 150","17 Dec 2024","43.68","5.6",".75"
"NIFTY MIDCAP 150","16 Dec 2024","43.97","5.64",".74"
"NIFTY MIDCAP 150","13 Dec 2024","43.67","5.6",".75"
"NIFTY MIDCAP 150","12 Dec 2024","43.72","5.61",".75"
"NIFTY MIDCAP 150","11 Dec 2024","43.94","5.64",".75"
"NIFTY MIDCAP 150","10 Dec 2024","43.79","5.62",".75"
"NIFTY MIDCAP 150","09 Dec 2024","43.67","5.6",".75"
"NIFTY MIDCAP 150","06 Dec 2024","43.51","5.58",".75"
"NIFTY MIDCAP 150","05 Dec 2024","43.33","5.56",".76"
"NIFTY MIDCAP 150","04 Dec 2024","43.14","5.53",".76"
"NIFTY MIDCAP 150","03 Dec 2024","42.75","5.48",".77"
"NIFTY MIDCAP 150","02 Dec 2024","42.38","5.44",".77"
"NIFTY MIDCAP 150","29 Nov 2024","41.98","5.38",".78"
"NIFTY MIDCAP 150","28 Nov 2024","41.85","5.37",".78"
"NIFTY MIDCAP 150","27 Nov 2024","41.84","5.37",".78"
"NIFTY MIDCAP 150","26 Nov 2024","41.64","5.4",".78"
"NIFTY MIDCAP 150","25 Nov 2024","41.63","5.4",".75"
"NIFTY MIDCAP 150","22 Nov 2024","41","5.32",".76"
"NIFTY MIDCAP 150","21 Nov 2024","40.54","5.26",".77"
"NIFTY MIDCAP 150","19 Nov 2024","40.69","5.28",".78"
"NIFTY MIDCAP 150","18 Nov 2024","40.64","5.23",".77"
"NIFTY MIDCAP 150","14 Nov 2024","40.9","5.24",".78"
"NIFTY MIDCAP 150","13 Nov 2024","40.73","5.21",".78"
"NIFTY MIDCAP 150","12 Nov 2024","41.9","5.36",".75"
"NIFTY MIDCAP 150","11 Nov 2024","42.31","5.41",".74"
"NIFTY MIDCAP 150","08 Nov 2024","42.87","5.45",".75"
"NIFTY MIDCAP 150","07 Nov 2024","43.45","5.52",".73"
"NIFTY MIDCAP 150","06 Nov 2024","44","5.55",".73"
"NIFTY MIDCAP 150","05 Nov 2024","43.06","5.44",".75"
"NIFTY MIDCAP 150","04 Nov 2024","42.88","5.41",".75"
"NIFTY MIDCAP 150","01 Nov 2024","43.28","5.48",".73"
"NIFTY MIDCAP 150","31 Oct 2024","42.98","5.44",".74"
"NIFTY MIDCAP 150","30 Oct 2024","43.5","5.46",".73"
"NIFTY MIDCAP 150","29 Oct 2024","43.39","5.44",".73"
"NIFTY MIDCAP 150","28 Oct 2024","41.23","5.4",".74"
"NIFTY MIDCAP 150","25 Oct 2024","41.11","5.36",".75"
"NIFTY MIDCAP 150","24 Oct 2024","42.03","5.46",".73"
"NIFTY MIDCAP 150","23 Oct 2024","42.72","5.47",".73"
"NIFTY MIDCAP 150","22 Oct 2024","42.5","5.45",".73"
"NIFTY MIDCAP 150","21 Oct 2024","43.56","5.59",".71"
"NIFTY MIDCAP 150","18 Oct 2024","44.13","5.68",".7"
"NIFTY MIDCAP 150","17 Oct 2024","44.06","5.67",".7"
"NIFTY MIDCAP 150","16 Oct 2024","44.88","5.76",".69"
"NIFTY MIDCAP 150","15 Oct 2024","44.96","5.77",".69"
"NIFTY MIDCAP 150","14 Oct 2024","44.85","5.75",".69"
"NIFTY MIDCAP 150","11 Oct 2024","44.69","5.73",".7"
"NIFTY MIDCAP 150","10 Oct 2024","44.49","5.71",".7"
"NIFTY MIDCAP 150","09 Oct 2024","44.85","5.78",".7"
"NIFTY MIDCAP 150","08 Oct 2024","44.38","5.72",".7"
"NIFTY MIDCAP 150","07 Oct 2024","43.52","5.61",".72"
"NIFTY MIDCAP 150","04 Oct 2024","44.43","5.73",".7"
"NIFTY MIDCAP 150","03 Oct 2024","44.83","5.78",".7"
"NIFTY MIDCAP 150","01 Oct 2024","45.8","5.91",".68"
"NIFTY MIDCAP 150","30 Sep 2024","45.66","5.89",".68"
"NIFTY MIDCAP 150","27 Sep 2024","45.13","5.36",".69"
"NIFTY MIDCAP 150","26 Sep 2024","45.15","5.36",".68"
"NIFTY MIDCAP 150","25 Sep 2024","45.13","5.36",".69"
"NIFTY MIDCAP 150","24 Sep 2024","45.4","5.39",".68"
"NIFTY MIDCAP 150","23 Sep 2024","45.26","5.37",".68"
"NIFTY MIDCAP 150","20 Sep 2024","44.92","5.36",".69"
"NIFTY MIDCAP 150","19 Sep 2024","44.33","5.5",".7"
"NIFTY MIDCAP 150","18 Sep 2024","44.57","5.53",".69"
"NIFTY MIDCAP 150","17 Sep 2024","44.88","5.57",".68"
"NIFTY MIDCAP 150","16 Sep 2024","44.94","5.61",".68"
"NIFTY MIDCAP 150","13 Sep 2024","44.79","5.59",".68"
"NIFTY MIDCAP 150","12 Sep 2024","44.5","5.56",".68"
"NIFTY MIDCAP 150","11 Sep 2024","44","5.5",".69"
"NIFTY MIDCAP 150","10 Sep 2024","44.11","5.52",".68"
"NIFTY MIDCAP 150","09 Sep 2024","43.64","5.53",".69"
"NIFTY MIDCAP 150","06 Sep 2024","43.75","5.54",".7"
"NIFTY MIDCAP 150","05 Sep 2024","44.36","5.62",".68"
"NIFTY MIDCAP 150","04 Sep 2024","44.2","5.6",".69"
"NIFTY MIDCAP 150","03 Sep 2024","44.23","5.6",".69"
"NIFTY MIDCAP 150","02 Sep 2024","44.1","5.59",".69"
"NIFTY MIDCAP 150","30 Aug 2024","44.22","5.6",".7"
"NIFTY MIDCAP 150","29 Aug 2024","43.95","5.55",".7"
"NIFTY MIDCAP 150","28 Aug 2024","44.14","5.58",".7"
"NIFTY MIDCAP 150","27 Aug 2024","44.21","5.59",".68"
"NIFTY MIDCAP 150","26 Aug 2024","43.99","5.56",".68"
"NIFTY MIDCAP 150","23 Aug 2024","43.76","5.53",".69"
"NIFTY MIDCAP 150","22 Aug 2024","43.99","5.56",".67"
"NIFTY MIDCAP 150","21 Aug 2024","43.7","5.52",".68"
"NIFTY MIDCAP 150","20 Aug 2024","43.52","5.5",".68"
"NIFTY MIDCAP 150","19 Aug 2024","43.16","5.46",".68"
"NIFTY MIDCAP 150","16 Aug 2024","43.09","5.44",".7"
"NIFTY MIDCAP 150","14 Aug 2024","42.56","5.34",".7"
"NIFTY MIDCAP 150","13 Aug 2024","42.89","5.38",".69"
"NIFTY MIDCAP 150","12 Aug 2024","43.41","5.42",".68"
"NIFTY MIDCAP 150","09 Aug 2024","43.51","5.4",".7"
"NIFTY MIDCAP 150","08 Aug 2024","43.14","5.37",".67"
"NIFTY MIDCAP 150","07 Aug 2024","43.43","5.38",".66"
"NIFTY MIDCAP 150","06 Aug 2024","42.39","5.27",".68"
"NIFTY MIDCAP 150","05 Aug 2024","42.52","5.3",".67"
"NIFTY MIDCAP 150","02 Aug 2024","44.12","5.49",".69"
"NIFTY MIDCAP 150","01 Aug 2024","44.87","5.55",".68"
"NIFTY MIDCAP 150","31 Jul 2024","45.37","5.59",".67"
"NIFTY MIDCAP 150","30 Jul 2024","44.97","5.54",".67"
"NIFTY MIDCAP 150","29 Jul 2024","43.28","5.52",".67"
"NIFTY MIDCAP 150","26 Jul 2024","42.9","5.47",".7"
"NIFTY MIDCAP 150","25 Jul 2024","42.42","5.37",".71"
