"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY 50","03 Sep 2026","20.18","2.89","1.19"
"NIFTY 50","02 Sep 2026","20.22","2.89","1.19"
"NIFTY 50","01 Sep 2026","20.34","2.92","1.17"
"NIFTY 50","31 Aug 2026","20.36","2.92","1.17"
"NIFTY 50","28 Aug 2026","20.44","2.93","1.16"
"NIFTY 50","27 Aug 2026","20.37","2.92","1.17"
"NIFTY 50","26 Aug 2026","20.46","2.93","1.16"
"NIFTY 50","25 Aug 2026","20.57","2.95","1.15"
"NIFTY 50","24 Aug 2026","20.47","2.94","1.16"
"NIFTY 50","21 Aug 2026","20.5","2.94","1.16"
"NIFTY 50","20 Aug 2026","20.48","2.94","1.17"
"NIFTY 50","19 Aug 2026","20.36","2.92","1.18"
"NIFTY 50","18 Aug 2026","20.42","2.93","1.18"
"NIFTY 50","17 Aug 2026","20.53","2.95","1.17"
"NIFTY 50","14 Aug 2026","20.56","2.97","1.17"
"NIFTY 50","13 Aug 2026","20.59","2.98","1.2"
"NIFTY 50","12 Aug 2026","20.62","2.99","1.2"
"NIFTY 50","11 Aug 2026","20.65","2.99","1.27"
"NIFTY 50","10 Aug 2026","20.88","3.01","1.26"
"NIFTY 50","07 Aug 2026","20.87","3.01","1.27"
"NIFTY 50","06 Aug 2026","20.93","3.02","1.25"
"NIFTY 50","05 Aug 2026","20.91","3.02","1.26"
"NIFTY 50","04 Aug 2026","20.9","3.02","1.26"
"NIFTY 50","03 Aug 2026","21.03","3.04","1.25"
"NIFTY 50","31 Jul 2026","20.78","2.99","1.22"
"NIFTY 50","30 Jul 2026","20.72","2.99","1.2"
"NIFTY 50","29 Jul 2026","20.69","2.98","1.2"
"NIFTY 50","28 Jul 2026","20.46","2.95","1.22"
"NIFTY 50","27 Jul 2026","20.52","2.95","1.23"
"NIFTY 50","24 Jul 2026","20.29","2.97","1.28"
"NIFTY 50","23 Jul 2026","20.35","2.98","1.21"
"NIFTY 50","22 Jul 2026","20.48","2.99","1.2"
"NIFTY 50","21 Jul 2026","20.65","3.04","1.19"
"NIFTY 50","20 Jul 2026","20.86","3.04","1.19"
"NIFTY 50","17 Jul 2026","20.96","3.13","1.24"
"NIFTY 50","16 Jul 2026","20.73","3.1","1.24"
"NIFTY 50","15 Jul 2026","20.75","3.1","1.25"
"NIFTY 50","14 Jul 2026","20.73","3.1","1.24"
"NIFTY 50","13 Jul 2026","20.87","3.13","1.23"
"NIFTY 50","10 Jul 2026","20.87","3.15","1.23"
"NIFTY 50","09 Jul 2026","20.66","3.13","1.23"
"NIFTY 50","08 Jul 2026","20.59","3.11","1.23"
"NIFTY 50","07 Jul 2026","21.03","3.18","1.21"
"NIFTY 50","06 Jul 2026","21.06","3.19","1.2"
"NIFTY 50","03 Jul 2026","20.92","3.17","1.25"
"NIFTY 50","02 Jul 2026","20.85","3.16","1.22"
"NIFTY 50","01 Jul 2026","20.7","3.13","1.23"
"NIFTY 50","30 Jun 2026","20.58","3.12","1.24"
"NIFTY 50","29 Jun 2026","20.65","3.13","1.22"
"NIFTY 50","25 Jun 2026","20.75","3.17","1.37"
"NIFTY 50","24 Jun 2026","20.72","3.17","1.37"
"NIFTY 50","23 Jun 2026","20.55","3.14","1.39"
"NIFTY 50","22 Jun 2026","20.79","3.18","1.36"
"NIFTY 50","19 Jun 2026","20.71","3.16","1.39"
"NIFTY 50","18 Jun 2026","20.85","3.18","1.19"
"NIFTY 50","17 Jun 2026","20.77","3.17","1.2"
"NIFTY 50","16 Jun 2026","20.69","3.16","1.2"
"NIFTY 50","15 Jun 2026","20.57","3.14","1.21"
"NIFTY 50","12 Jun 2026","20.37","3.11","1.23"
"NIFTY 50","11 Jun 2026","19.98","3.05","1.21"
"NIFTY 50","10 Jun 2026","20.02","3.07","1.21"
"NIFTY 50","09 Jun 2026","20.06","3.07","1.22"
"NIFTY 50","08 Jun 2026","19.96","3.05","1.22"
"NIFTY 50","05 Jun 2026","20.17","3.09","1.24"
"NIFTY 50","04 Jun 2026","20.21","3.11","1.19"
"NIFTY 50","03 Jun 2026","20.2","3.14","1.23"
"NIFTY 50","02 Jun 2026","20.27","3.16","1.26"
"NIFTY 50","01 Jun 2026","20.07","3.14","1.27"
"NIFTY 50","29 May 2026","20.27","3.21","1.35"
"NIFTY 50","27 May 2026","20.58","3.26","1.38"
"NIFTY 50","26 May 2026","20.6","3.26","1.38"
"NIFTY 50","25 May 2026","20.71","3.28","1.38"
