"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY OIL & GAS","01 Sep 2026","11.03","1.38","1.79"
"NIFTY OIL & GAS","31 Aug 2026","10.99","1.37","1.79"
"NIFTY OIL & GAS","28 Aug 2026","10.96","1.37","1.8"
"NIFTY OIL & GAS","27 Aug 2026","10.95","1.37","1.8"
"NIFTY OIL & GAS","26 Aug 2026","11.05","1.38","1.79"
"NIFTY OIL & GAS","25 Aug 2026","11.11","1.39","1.77"
"NIFTY OIL & GAS","24 Aug 2026","11.1","1.38","1.78"
"NIFTY OIL & GAS","21 Aug 2026","11.08","1.39","1.78"
"NIFTY OIL & GAS","20 Aug 2026","11.08","1.39","1.78"
"NIFTY OIL & GAS","19 Aug 2026","11.08","1.39","1.78"
"NIFTY OIL & GAS","18 Aug 2026","11.13","1.39","1.77"
"NIFTY OIL & GAS","17 Aug 2026","11.09","1.42","1.76"
"NIFTY OIL & GAS","14 Aug 2026","11.11","1.44","1.76"
"NIFTY OIL & GAS","13 Aug 2026","11.2","1.49","1.99"
"NIFTY OIL & GAS","12 Aug 2026","11.24","1.5","1.98"
"NIFTY OIL & GAS","11 Aug 2026","11.22","1.5","1.98"
"NIFTY OIL & GAS","10 Aug 2026","11.36","1.5","2.01"
"NIFTY OIL & GAS","07 Aug 2026","11.43","1.53","2.19"
"NIFTY OIL & GAS","06 Aug 2026","11.42","1.53","2.19"
"NIFTY OIL & GAS","05 Aug 2026","11.02","1.52","2.2"
"NIFTY OIL & GAS","04 Aug 2026","11.03","1.52","2.2"
"NIFTY OIL & GAS","03 Aug 2026","10.93","1.54","2.22"
"NIFTY OIL & GAS","31 Jul 2026","10.81","1.52","2.25"
"NIFTY OIL & GAS","30 Jul 2026","10.7","1.51","2.44"
"NIFTY OIL & GAS","29 Jul 2026","10.65","1.5","2.45"
"NIFTY OIL & GAS","28 Jul 2026","10.64","1.5","2.45"
"NIFTY OIL & GAS","27 Jul 2026","10.65","1.5","2.45"
"NIFTY OIL & GAS","24 Jul 2026","10.71","1.5","2.45"
"NIFTY OIL & GAS","23 Jul 2026","8.95","1.51","2.44"
"NIFTY OIL & GAS","22 Jul 2026","9.04","1.52","2.41"
"NIFTY OIL & GAS","21 Jul 2026","9.1","1.53","2.4"
"NIFTY OIL & GAS","20 Jul 2026","9.03","1.54","2.38"
"NIFTY OIL & GAS","17 Jul 2026","8.97","1.53","2.41"
"NIFTY OIL & GAS","16 Jul 2026","8.89","1.52","2.43"
"NIFTY OIL & GAS","15 Jul 2026","8.88","1.52","2.44"
"NIFTY OIL & GAS","14 Jul 2026","8.82","1.51","2.45"
"NIFTY OIL & GAS","13 Jul 2026","8.88","1.52","2.44"
"NIFTY OIL & GAS","10 Jul 2026","8.88","1.52","2.44"
"NIFTY OIL & GAS","09 Jul 2026","8.76","1.5","2.45"
"NIFTY OIL & GAS","08 Jul 2026","8.74","1.49","2.46"
"NIFTY OIL & GAS","07 Jul 2026","8.93","1.53","2.41"
"NIFTY OIL & GAS","06 Jul 2026","8.94","1.53","2.4"
"NIFTY OIL & GAS","03 Jul 2026","8.84","1.51","2.47"
"NIFTY OIL & GAS","02 Jul 2026","8.84","1.51","2.47"
"NIFTY OIL & GAS","01 Jul 2026","8.8","1.51","2.48"
"NIFTY OIL & GAS","30 Jun 2026","8.76","1.5","2.49"
"NIFTY OIL & GAS","29 Jun 2026","8.64","1.49","2.54"
"NIFTY OIL & GAS","25 Jun 2026","8.74","1.51","2.51"
"NIFTY OIL & GAS","24 Jun 2026","8.82","1.52","2.49"
"NIFTY OIL & GAS","23 Jun 2026","8.76","1.51","2.5"
"NIFTY OIL & GAS","22 Jun 2026","8.84","1.53","2.48"
"NIFTY OIL & GAS","19 Jun 2026","8.76","1.51","2.5"
"NIFTY OIL & GAS","18 Jun 2026","8.87","1.53","2.47"
"NIFTY OIL & GAS","17 Jun 2026","8.87","1.53","2.47"
"NIFTY OIL & GAS","16 Jun 2026","8.86","1.53","2.48"
"NIFTY OIL & GAS","15 Jun 2026","8.77","1.51","2.5"
"NIFTY OIL & GAS","12 Jun 2026","8.64","1.49","2.54"
"NIFTY OIL & GAS","11 Jun 2026","8.46","1.46","2.56"
"NIFTY OIL & GAS","10 Jun 2026","8.47","1.46","2.55"
"NIFTY OIL & GAS","09 Jun 2026","8.6","1.49","2.51"
"NIFTY OIL & GAS","08 Jun 2026","8.58","1.48","2.52"
"NIFTY OIL & GAS","05 Jun 2026","8.71","1.5","2.48"
"NIFTY OIL & GAS","04 Jun 2026","8.75","1.51","2.32"
"NIFTY OIL & GAS","03 Jun 2026","8.73","1.54","2.33"
"NIFTY OIL & GAS","02 Jun 2026","8.74","1.54","2.33"
"NIFTY OIL & GAS","01 Jun 2026","8.76","1.54","2.32"
"NIFTY OIL & GAS","29 May 2026","8.99","1.55","2.32"
"NIFTY OIL & GAS","27 May 2026","9.22","1.59","2.26"
"NIFTY OIL & GAS","26 May 2026","9.24","1.59","2.25"
"NIFTY OIL & GAS","25 May 2026","9.19","1.59","2.25"
"NIFTY OIL & GAS","22 May 2026","9.07","1.57","2.28"
"NIFTY OIL & GAS","21 May 2026","9.07","1.57","2.28"
"NIFTY OIL & GAS","20 May 2026","9.39","1.57","2.28"
"NIFTY OIL & GAS","19 May 2026","9.24","1.55","2.32"
"NIFTY OIL & GAS","18 May 2026","9.22","1.54","2.32"
"NIFTY OIL & GAS","15 May 2026","9.29","1.56","2.3"
"NIFTY OIL & GAS","14 May 2026","9.68","1.58","2.27"
"NIFTY OIL & GAS","13 May 2026","9.67","1.58","2.27"
"NIFTY OIL & GAS","12 May 2026","9.55","1.56","2.3"
"NIFTY OIL & GAS","11 May 2026","9.43","1.54","2.34"
"NIFTY OIL & GAS","08 May 2026","9.64","1.58","2.28"
"NIFTY OIL & GAS","07 May 2026","9.73","1.59","2.26"
"NIFTY OIL & GAS","06 May 2026","9.74","1.59","2.26"
"NIFTY OIL & GAS","05 May 2026","9.75","1.59","2.26"
"NIFTY OIL & GAS","04 May 2026","9.77","1.6","2.26"
"NIFTY OIL & GAS","30 Apr 2026","9.74","1.59","2.27"
"NIFTY OIL & GAS","29 Apr 2026","9.81","1.6","2.25"
"NIFTY OIL & GAS","28 Apr 2026","9.74","1.59","2.27"
"NIFTY OIL & GAS","27 Apr 2026","9.6","1.57","2.3"
"NIFTY OIL & GAS","24 Apr 2026","9.46","1.54","2.34"
"NIFTY OIL & GAS","23 Apr 2026","9.53","1.55","2.32"
"NIFTY OIL & GAS","22 Apr 2026","9.6","1.56","2.3"
"NIFTY OIL & GAS","21 Apr 2026","9.55","1.56","2.31"
"NIFTY OIL & GAS","20 Apr 2026","9.54","1.56","2.32"
"NIFTY OIL & GAS","17 Apr 2026","9.52","1.55","2.32"
"NIFTY OIL & GAS","16 Apr 2026","9.39","1.53","2.35"
"NIFTY OIL & GAS","15 Apr 2026","9.41","1.53","2.35"
"NIFTY OIL & GAS","13 Apr 2026","9.21","1.5","2.4"
"NIFTY OIL & GAS","10 Apr 2026","9.34","1.52","2.37"
"NIFTY OIL & GAS","09 Apr 2026","9.26","1.51","2.39"
"NIFTY OIL & GAS","08 Apr 2026","9.29","1.51","2.38"
"NIFTY OIL & GAS","07 Apr 2026","8.97","1.46","2.46"
"NIFTY OIL & GAS","06 Apr 2026","8.93","1.45","2.48"
"NIFTY OIL & GAS","02 Apr 2026","9.05","1.47","2.44"
"NIFTY OIL & GAS","01 Apr 2026","9.12","1.49","2.42"
"NIFTY OIL & GAS","30 Mar 2026","9","1.47","2.45"
"NIFTY OIL & GAS","27 Mar 2026","9.15","1.48","2.44"
"NIFTY OIL & GAS","25 Mar 2026","9.25","1.49","2.41"
"NIFTY OIL & GAS","24 Mar 2026","9.19","1.48","2.43"
"NIFTY OIL & GAS","23 Mar 2026","9.07","1.46","2.46"
"NIFTY OIL & GAS","20 Mar 2026","9.32","1.51","2.39"
"NIFTY OIL & GAS","19 Mar 2026","9.27","1.5","2.41"
"NIFTY OIL & GAS","18 Mar 2026","9.46","1.53","2.36"
"NIFTY OIL & GAS","17 Mar 2026","9.4","1.52","2.45"
"NIFTY OIL & GAS","16 Mar 2026","9.39","1.52","2.45"
"NIFTY OIL & GAS","13 Mar 2026","9.54","1.54","2.42"
"NIFTY OIL & GAS","12 Mar 2026","9.75","1.57","2.36"
