"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY BANK","01 Sep 2026","13.58","1.72",".68"
"NIFTY BANK","31 Aug 2026","13.73","1.74",".68"
"NIFTY BANK","28 Aug 2026","13.6","1.72",".68"
"NIFTY BANK","27 Aug 2026","13.61","1.72",".68"
"NIFTY BANK","26 Aug 2026","13.67","1.73",".68"
"NIFTY BANK","25 Aug 2026","13.61","1.72",".68"
"NIFTY BANK","24 Aug 2026","13.61","1.72",".68"
"NIFTY BANK","21 Aug 2026","13.67","1.73",".7"
"NIFTY BANK","20 Aug 2026","13.6","1.72",".71"
"NIFTY BANK","19 Aug 2026","13.54","1.71",".71"
"NIFTY BANK","18 Aug 2026","13.55","1.71",".71"
"NIFTY BANK","17 Aug 2026","13.6","1.72",".71"
"NIFTY BANK","14 Aug 2026","13.6","1.72",".71"
"NIFTY BANK","13 Aug 2026","13.64","1.74",".68"
"NIFTY BANK","12 Aug 2026","13.7","1.75",".68"
"NIFTY BANK","11 Aug 2026","13.59","1.74",".79"
"NIFTY BANK","10 Aug 2026","13.71","1.75",".79"
"NIFTY BANK","07 Aug 2026","13.72","1.75",".79"
"NIFTY BANK","06 Aug 2026","13.8","1.76",".77"
"NIFTY BANK","05 Aug 2026","13.72","1.75",".78"
"NIFTY BANK","04 Aug 2026","13.76","1.75",".77"
"NIFTY BANK","03 Aug 2026","13.84","1.77",".77"
"NIFTY BANK","31 Jul 2026","13.61","1.75",".66"
"NIFTY BANK","30 Jul 2026","13.58","1.75",".66"
"NIFTY BANK","29 Jul 2026","13.59","1.75",".66"
"NIFTY BANK","28 Jul 2026","13.59","1.74",".66"
"NIFTY BANK","27 Jul 2026","13.69","1.75",".66"
"NIFTY BANK","24 Jul 2026","13.6","1.76",".8"
"NIFTY BANK","23 Jul 2026","13.63","1.76",".81"
"NIFTY BANK","22 Jul 2026","13.76","1.77",".8"
"NIFTY BANK","21 Jul 2026","13.95","1.79",".79"
"NIFTY BANK","20 Jul 2026","14.5","1.8",".79"
"NIFTY BANK","17 Jul 2026","14.7","1.88",".79"
"NIFTY BANK","16 Jul 2026","14.46","1.85",".79"
"NIFTY BANK","15 Jul 2026","14.51","1.86",".79"
"NIFTY BANK","14 Jul 2026","14.43","1.85",".79"
"NIFTY BANK","13 Jul 2026","14.6","1.87",".78"
"NIFTY BANK","10 Jul 2026","14.58","1.87",".79"
"NIFTY BANK","09 Jul 2026","14.38","1.84",".8"
"NIFTY BANK","08 Jul 2026","14.25","1.83",".8"
"NIFTY BANK","07 Jul 2026","14.62","1.87",".78"
"NIFTY BANK","06 Jul 2026","14.64","1.88",".78"
"NIFTY BANK","03 Jul 2026","14.55","1.87",".8"
"NIFTY BANK","02 Jul 2026","14.59","1.87",".8"
"NIFTY BANK","01 Jul 2026","14.59","1.87",".8"
"NIFTY BANK","30 Jun 2026","14.46","1.85",".8"
"NIFTY BANK","29 Jun 2026","14.52","1.85",".77"
"NIFTY BANK","25 Jun 2026","14.63","1.89","1.01"
"NIFTY BANK","24 Jun 2026","14.63","1.89","1"
"NIFTY BANK","23 Jun 2026","14.38","1.86","1.02"
"NIFTY BANK","22 Jun 2026","14.57","1.88","1"
"NIFTY BANK","19 Jun 2026","14.51","1.87","1.09"
"NIFTY BANK","18 Jun 2026","14.58","1.88",".79"
"NIFTY BANK","17 Jun 2026","14.48","1.87",".8"
"NIFTY BANK","16 Jun 2026","14.41","1.86",".8"
"NIFTY BANK","15 Jun 2026","14.39","1.86",".8"
"NIFTY BANK","12 Jun 2026","14.29","1.85",".92"
"NIFTY BANK","11 Jun 2026","13.91","1.8",".95"
"NIFTY BANK","10 Jun 2026","13.89","1.79",".95"
"NIFTY BANK","09 Jun 2026","13.91","1.8",".95"
"NIFTY BANK","08 Jun 2026","13.63","1.76",".97"
"NIFTY BANK","05 Jun 2026","13.74","1.77","1.1"
"NIFTY BANK","04 Jun 2026","13.71","1.79","1.1"
"NIFTY BANK","03 Jun 2026","13.68","1.79","1.11"
"NIFTY BANK","02 Jun 2026","13.56","1.77","1.12"
"NIFTY BANK","01 Jun 2026","13.54","1.8","1.12"
"NIFTY BANK","29 May 2026","13.69","1.85","1.1"
"NIFTY BANK","27 May 2026","13.85","1.87","1.09"
"NIFTY BANK","26 May 2026","13.91","1.88","1.09"
"NIFTY BANK","25 May 2026","13.96","1.89","1.08"
"NIFTY BANK","22 May 2026","13.65","1.84","1.11"
"NIFTY BANK","21 May 2026","13.49","1.82","1.12"
"NIFTY BANK","20 May 2026","13.52","1.83","1.12"
"NIFTY BANK","19 May 2026","13.48","1.82","1.12"
"NIFTY BANK","18 May 2026","13.52","1.83","1.12"
"NIFTY BANK","15 May 2026","13.56","1.83","1.26"
"NIFTY BANK","14 May 2026","13.66","1.85","1.09"
"NIFTY BANK","13 May 2026","13.49","1.82","1.1"
"NIFTY BANK","12 May 2026","13.52","1.83","1.1"
"NIFTY BANK","11 May 2026","13.71","1.86","1.08"
"NIFTY BANK","08 May 2026","13.96","1.89","1.06"
"NIFTY BANK","07 May 2026","14.14","1.91","1.05"
"NIFTY BANK","06 May 2026","14.16","1.91","1.05"
"NIFTY BANK","05 May 2026","13.79","1.86","1.08"
"NIFTY BANK","04 May 2026","13.88","1.87","1.07"
"NIFTY BANK","30 Apr 2026","13.95","1.87","1.07"
"NIFTY BANK","29 Apr 2026","14.08","1.89","1.06"
"NIFTY BANK","28 Apr 2026","14.09","1.89","1.06"
"NIFTY BANK","27 Apr 2026","14.81","1.92","1.05"
"NIFTY BANK","24 Apr 2026","14.79","1.91","1.05"
"NIFTY BANK","23 Apr 2026","14.85","1.92","1.05"
"NIFTY BANK","22 Apr 2026","15.06","1.95","1.03"
"NIFTY BANK","21 Apr 2026","15.13","1.96","1.03"
"NIFTY BANK","20 Apr 2026","15.06","1.93","1.04"
"NIFTY BANK","17 Apr 2026","15.05","1.93","1.04"
"NIFTY BANK","16 Apr 2026","14.93","1.91","1.05"
"NIFTY BANK","15 Apr 2026","14.98","1.92","1.05"
"NIFTY BANK","13 Apr 2026","14.8","1.9","1.06"
"NIFTY BANK","10 Apr 2026","14.88","1.91","1.05"
"NIFTY BANK","09 Apr 2026","14.59","1.87","1.07"
"NIFTY BANK","08 Apr 2026","14.82","1.9","1.06"
"NIFTY BANK","07 Apr 2026","14.03","1.8","1.12"
"NIFTY BANK","06 Apr 2026","14","1.79","1.12"
"NIFTY BANK","02 Apr 2026","13.72","1.76","1.14"
"NIFTY BANK","01 Apr 2026","13.69","1.75","1.14"
"NIFTY BANK","30 Mar 2026","13.38","1.71","1.17"
"NIFTY BANK","27 Mar 2026","14","1.83","1.12"
"NIFTY BANK","25 Mar 2026","14.39","1.88","1.09"
"NIFTY BANK","24 Mar 2026","14.09","1.84","1.11"
"NIFTY BANK","23 Mar 2026","13.78","1.8","1.14"
"NIFTY BANK","20 Mar 2026","14.31","1.87","1.1"
"NIFTY BANK","19 Mar 2026","14.32","1.87","1.1"
"NIFTY BANK","18 Mar 2026","14.82","1.93","1.06"
"NIFTY BANK","17 Mar 2026","14.7","1.92","1.07"
"NIFTY BANK","16 Mar 2026","14.58","1.9","1.08"
"NIFTY BANK","13 Mar 2026","14.4","1.88","1.09"
"NIFTY BANK","12 Mar 2026","14.76","1.92","1.06"
"NIFTY BANK","11 Mar 2026","14.93","1.95","1.05"
"NIFTY BANK","10 Mar 2026","15.26","1.99","1.03"
"NIFTY BANK","09 Mar 2026","15.01","1.96","1.05"
"NIFTY BANK","06 Mar 2026","15.48","2.02","1.01"
"NIFTY BANK","05 Mar 2026","15.82","2.06",".99"
"NIFTY BANK","04 Mar 2026","15.74","2.05","1"
"NIFTY BANK","02 Mar 2026","16.03","2.09",".98"
"NIFTY BANK","27 Feb 2026","16.21","2.11",".97"
"NIFTY BANK","26 Feb 2026","16.47","2.19",".96"
"NIFTY BANK","25 Feb 2026","16.43","2.18",".96"
"NIFTY BANK","24 Feb 2026","16.44","2.18",".96"
"NIFTY BANK","23 Feb 2026","16.49","2.19",".96"
"NIFTY BANK","20 Feb 2026","16.47","2.18",".96"
"NIFTY BANK","19 Feb 2026","16.35","2.17",".96"
"NIFTY BANK","18 Feb 2026","16.57","2.2",".95"
"NIFTY BANK","17 Feb 2026","16.47","2.18",".96"
"NIFTY BANK","16 Feb 2026","16.41","2.18",".96"
"NIFTY BANK","13 Feb 2026","16.2","2.15",".97"
"NIFTY BANK","12 Feb 2026","16.35","2.17",".96"
"NIFTY BANK","11 Feb 2026","16.35","2.17",".96"
"NIFTY BANK","10 Feb 2026","16.32","2.16",".97"
"NIFTY BANK","09 Feb 2026","16.41","2.17",".97"
"NIFTY BANK","06 Feb 2026","16.26","2.15",".97"
"NIFTY BANK","05 Feb 2026","16.24","2.14",".98"
"NIFTY BANK","04 Feb 2026","16.29","2.15",".97"
"NIFTY BANK","03 Feb 2026","16.24","2.14",".98"
"NIFTY BANK","02 Feb 2026","15.85","2.09","1"
"NIFTY BANK","01 Feb 2026","15.8","2.09","1"
"NIFTY BANK","30 Jan 2026","16.22","2.13",".98"
"NIFTY BANK","29 Jan 2026","16.47","2.2",".98"
"NIFTY BANK","28 Jan 2026","16.39","2.19",".98"
"NIFTY BANK","27 Jan 2026","16.11","2.17",".99"
"NIFTY BANK","23 Jan 2026","15.91","2.15","1"
"NIFTY BANK","22 Jan 2026","16.11","2.17",".99"
"NIFTY BANK","21 Jan 2026","16.02","2.16","1"
"NIFTY BANK","20 Jan 2026","16.23","2.18",".99"
"NIFTY BANK","19 Jan 2026","16.48","2.2",".98"
"NIFTY BANK","16 Jan 2026","16.55","2.2",".97"
"NIFTY BANK","14 Jan 2026","16.4","2.19",".98"
"NIFTY BANK","13 Jan 2026","16.4","2.19",".98"
"NIFTY BANK","12 Jan 2026","16.37","2.18",".98"
"NIFTY BANK","09 Jan 2026","16.31","2.17",".99"
"NIFTY BANK","08 Jan 2026","16.43","2.19",".98"
"NIFTY BANK","07 Jan 2026","16.52","2.2",".98"
"NIFTY BANK","06 Jan 2026","16.55","2.21",".97"
"NIFTY BANK","05 Jan 2026","16.53","2.2",".97"
"NIFTY BANK","02 Jan 2026","16.56","2.21",".97"
"NIFTY BANK","01 Jan 2026","16.44","2.19",".98"
"NIFTY BANK","31 Dec 2025","16.4","2.19",".98"
"NIFTY BANK","30 Dec 2025","16.54","2.24",".99"
"NIFTY BANK","29 Dec 2025","16.47","2.23",".99"
"NIFTY BANK","26 Dec 2025","16.49","2.23",".99"
"NIFTY BANK","24 Dec 2025","16.54","2.24",".99"
"NIFTY BANK","23 Dec 2025","16.57","2.24",".98"
"NIFTY BANK","22 Dec 2025","16.57","2.24",".98"
"NIFTY BANK","19 Dec 2025","16.51","2.23",".99"
"NIFTY BANK","18 Dec 2025","16.46","2.23",".99"
"NIFTY BANK","17 Dec 2025","16.47","2.23",".99"
"NIFTY BANK","16 Dec 2025","16.5","2.23",".99"
"NIFTY BANK","15 Dec 2025","16.62","2.25",".98"
"NIFTY BANK","12 Dec 2025","16.6","2.25",".98"
"NIFTY BANK","11 Dec 2025","16.55","2.24",".99"
"NIFTY BANK","10 Dec 2025","16.48","2.23",".99"
"NIFTY BANK","09 Dec 2025","16.55","2.24",".99"
"NIFTY BANK","08 Dec 2025","16.56","2.24",".99"
"NIFTY BANK","05 Dec 2025","16.71","2.26",".98"
"NIFTY BANK","04 Dec 2025","16.57","2.24",".98"
"NIFTY BANK","03 Dec 2025","16.59","2.24",".98"
"NIFTY BANK","02 Dec 2025","16.57","2.24",".98"
"NIFTY BANK","01 Dec 2025","16.68","2.26",".98"
"NIFTY BANK","28 Nov 2025","16.7","2.26",".98"
"NIFTY BANK","27 Nov 2025","16.69","2.25",".98"
"NIFTY BANK","26 Nov 2025","16.63","2.24",".98"
"NIFTY BANK","25 Nov 2025","16.43","2.21",".99"
"NIFTY BANK","24 Nov 2025","16.44","2.21",".99"
"NIFTY BANK","21 Nov 2025","16.45","2.21",".99"
"NIFTY BANK","20 Nov 2025","16.58","2.23",".98"
"NIFTY BANK","19 Nov 2025","16.54","2.23",".99"
"NIFTY BANK","18 Nov 2025","16.46","2.22",".99"
"NIFTY BANK","17 Nov 2025","16.47","2.22",".99"
"NIFTY BANK","14 Nov 2025","16.35","2.2","1"
"NIFTY BANK","13 Nov 2025","16.31","2.2","1"
"NIFTY BANK","12 Nov 2025","16.28","2.19","1"
"NIFTY BANK","11 Nov 2025","16.24","2.19","1"
"NIFTY BANK","10 Nov 2025","16.19","2.18","1.01"
"NIFTY BANK","07 Nov 2025","16.17","2.18","1.01"
"NIFTY BANK","06 Nov 2025","16.08","2.17","1.01"
"NIFTY BANK","04 Nov 2025","16.19","2.18","1.01"
"NIFTY BANK","03 Nov 2025","16.26","2.19","1"
"NIFTY BANK","31 Oct 2025","16.17","2.17","1.01"
"NIFTY BANK","30 Oct 2025","16.28","2.18","1.01"
"NIFTY BANK","29 Oct 2025","16.38","2.2","1"
"NIFTY BANK","28 Oct 2025","16.33","2.19","1"
"NIFTY BANK","27 Oct 2025","16.3","2.19","1"
"NIFTY BANK","24 Oct 2025","16.15","2.17","1.01"
"NIFTY BANK","23 Oct 2025","16.26","2.18","1.01"
"NIFTY BANK","21 Oct 2025","16.26","2.18","1.01"
"NIFTY BANK","20 Oct 2025","16.26","2.18","1.01"
"NIFTY BANK","17 Oct 2025","16.05","2.17","1.01"
"NIFTY BANK","16 Oct 2025","15.97","2.16","1.02"
"NIFTY BANK","15 Oct 2025","15.68","2.14","1.03"
"NIFTY BANK","14 Oct 2025","15.6","2.13","1.03"
"NIFTY BANK","13 Oct 2025","15.63","2.13","1.03"
"NIFTY BANK","10 Oct 2025","15.63","2.13","1.03"
"NIFTY BANK","09 Oct 2025","15.52","2.11","1.04"
"NIFTY BANK","08 Oct 2025","15.47","2.11","1.04"
"NIFTY BANK","07 Oct 2025","15.53","2.12","1.04"
"NIFTY BANK","06 Oct 2025","15.49","2.11","1.04"
"NIFTY BANK","03 Oct 2025","15.35","2.09","1.05"
"NIFTY BANK","01 Oct 2025","15.28","2.08","1.05"
"NIFTY BANK","30 Sep 2025","15.09","2.06","1.07"
"NIFTY BANK","29 Sep 2025","14.83","2.02","1.1"
"NIFTY BANK","26 Sep 2025","14.81","2.02","1.1"
"NIFTY BANK","25 Sep 2025","14.97","2.04","1.09"
"NIFTY BANK","24 Sep 2025","15.01","2.05","1.08"
"NIFTY BANK","23 Sep 2025","15.12","2.06","1.08"
"NIFTY BANK","22 Sep 2025","15.06","2.05","1.08"
"NIFTY BANK","19 Sep 2025","15.11","2.06","1.08"
"NIFTY BANK","18 Sep 2025","15.18","2.07","1.07"
"NIFTY BANK","17 Sep 2025","15.12","2.06","1.08"
"NIFTY BANK","16 Sep 2025","15.02","2.05","1.08"
"NIFTY BANK","15 Sep 2025","14.95","2.04","1.09"
"NIFTY BANK","12 Sep 2025","14.93","2.03","1.09"
"NIFTY BANK","11 Sep 2025","14.89","2.03","1.09"
"NIFTY BANK","10 Sep 2025","14.85","2.02","1.1"
"NIFTY BANK","09 Sep 2025","14.77","2.01","1.1"
"NIFTY BANK","08 Sep 2025","14.76","2.01","1.1"
"NIFTY BANK","05 Sep 2025","14.74","2.01","1.1"
"NIFTY BANK","04 Sep 2025","14.73","2.01","1.1"
"NIFTY BANK","03 Sep 2025","14.73","2.01","1.1"
"NIFTY BANK","02 Sep 2025","14.62","1.99","1.11"
