"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY CHEMICALS","01 Sep 2026","44.78","4.04",".59"
"NIFTY CHEMICALS","31 Aug 2026","44.72","4.04",".59"
"NIFTY CHEMICALS","28 Aug 2026","44.96","4.06",".59"
"NIFTY CHEMICALS","27 Aug 2026","45.27","4.09",".58"
"NIFTY CHEMICALS","26 Aug 2026","45.27","4.09",".58"
"NIFTY CHEMICALS","25 Aug 2026","44.74","4.04",".59"
"NIFTY CHEMICALS","24 Aug 2026","44.73","4.04",".57"
"NIFTY CHEMICALS","21 Aug 2026","44.78","4.04",".57"
"NIFTY CHEMICALS","20 Aug 2026","45.05","4.07",".57"
"NIFTY CHEMICALS","19 Aug 2026","45.27","4.12",".56"
"NIFTY CHEMICALS","18 Aug 2026","45.74","4.17",".56"
"NIFTY CHEMICALS","17 Aug 2026","46.02","4.16",".56"
"NIFTY CHEMICALS","14 Aug 2026","46.14","4.17",".56"
"NIFTY CHEMICALS","13 Aug 2026","46.29","4.18",".56"
"NIFTY CHEMICALS","12 Aug 2026","45.25","4.13",".61"
"NIFTY CHEMICALS","11 Aug 2026","45.33","4.14",".61"
"NIFTY CHEMICALS","10 Aug 2026","45.6","4.19",".58"
"NIFTY CHEMICALS","07 Aug 2026","45.47","4.18",".58"
"NIFTY CHEMICALS","06 Aug 2026","46.28","4.21",".6"
"NIFTY CHEMICALS","05 Aug 2026","46.7","4.15",".6"
"NIFTY CHEMICALS","04 Aug 2026","47.15","4.16",".6"
"NIFTY CHEMICALS","03 Aug 2026","47.35","4.17",".59"
"NIFTY CHEMICALS","31 Jul 2026","47.74","4.11",".6"
"NIFTY CHEMICALS","30 Jul 2026","47.74","4.1",".6"
"NIFTY CHEMICALS","29 Jul 2026","48.3","4.14",".59"
"NIFTY CHEMICALS","28 Jul 2026","46.94","4.1",".61"
"NIFTY CHEMICALS","27 Jul 2026","47.93","4.19",".58"
"NIFTY CHEMICALS","24 Jul 2026","47.03","4.16",".58"
"NIFTY CHEMICALS","23 Jul 2026","48.04","4.16",".58"
"NIFTY CHEMICALS","22 Jul 2026","48.96","4.24",".55"
"NIFTY CHEMICALS","21 Jul 2026","49.44","4.33",".55"
"NIFTY CHEMICALS","20 Jul 2026","48.72","4.38",".55"
"NIFTY CHEMICALS","17 Jul 2026","48.5","4.36",".56"
"NIFTY CHEMICALS","16 Jul 2026","48.58","4.37",".48"
"NIFTY CHEMICALS","15 Jul 2026","47.9","4.32",".48"
"NIFTY CHEMICALS","14 Jul 2026","47.47","4.28",".48"
"NIFTY CHEMICALS","13 Jul 2026","47.59","4.29",".48"
"NIFTY CHEMICALS","10 Jul 2026","47.78","4.37",".57"
"NIFTY CHEMICALS","09 Jul 2026","47.02","4.31",".58"
"NIFTY CHEMICALS","08 Jul 2026","46.71","4.28",".59"
"NIFTY CHEMICALS","07 Jul 2026","47.99","4.39",".58"
"NIFTY CHEMICALS","06 Jul 2026","48.43","4.43",".57"
"NIFTY CHEMICALS","03 Jul 2026","48.12","4.41",".58"
"NIFTY CHEMICALS","02 Jul 2026","47.86","4.38",".59"
"NIFTY CHEMICALS","01 Jul 2026","47.2","4.32",".59"
"NIFTY CHEMICALS","30 Jun 2026","47.46","4.34",".59"
"NIFTY CHEMICALS","29 Jun 2026","46.78","4.28",".6"
"NIFTY CHEMICALS","25 Jun 2026","47.39","4.34",".59"
"NIFTY CHEMICALS","24 Jun 2026","47.7","4.37",".59"
"NIFTY CHEMICALS","23 Jun 2026","47.53","4.35",".59"
"NIFTY CHEMICALS","22 Jun 2026","47.91","4.39",".59"
"NIFTY CHEMICALS","19 Jun 2026","47.81","4.41",".59"
"NIFTY CHEMICALS","18 Jun 2026","47.75","4.41",".59"
"NIFTY CHEMICALS","17 Jun 2026","47.47","4.38",".59"
"NIFTY CHEMICALS","16 Jun 2026","47.47","4.38",".59"
"NIFTY CHEMICALS","15 Jun 2026","47.3","4.37",".59"
"NIFTY CHEMICALS","12 Jun 2026","46.87","4.33",".6"
"NIFTY CHEMICALS","11 Jun 2026","46","4.21",".65"
"NIFTY CHEMICALS","10 Jun 2026","46.59","4.27",".64"
"NIFTY CHEMICALS","09 Jun 2026","46.53","4.26",".59"
"NIFTY CHEMICALS","08 Jun 2026","45.84","4.2",".6"
"NIFTY CHEMICALS","05 Jun 2026","46.66","4.27",".59"
"NIFTY CHEMICALS","04 Jun 2026","46.54","4.26",".59"
"NIFTY CHEMICALS","03 Jun 2026","46.57","4.27",".59"
"NIFTY CHEMICALS","02 Jun 2026","46.53","4.26",".59"
"NIFTY CHEMICALS","01 Jun 2026","46.58","4.24",".6"
"NIFTY CHEMICALS","29 May 2026","47.09","4.29",".59"
"NIFTY CHEMICALS","27 May 2026","47.64","4.36",".58"
"NIFTY CHEMICALS","26 May 2026","47.7","4.36",".58"
"NIFTY CHEMICALS","25 May 2026","47.51","4.35",".58"
"NIFTY CHEMICALS","22 May 2026","46.79","4.28",".59"
"NIFTY CHEMICALS","21 May 2026","46.42","4.28",".59"
"NIFTY CHEMICALS","20 May 2026","46.21","4.26",".59"
"NIFTY CHEMICALS","19 May 2026","46.46","4.31",".59"
"NIFTY CHEMICALS","18 May 2026","46.43","4.26",".6"
"NIFTY CHEMICALS","15 May 2026","46.86","4.3",".59"
"NIFTY CHEMICALS","14 May 2026","46.8","4.3",".59"
"NIFTY CHEMICALS","13 May 2026","46.22","4.25",".6"
"NIFTY CHEMICALS","12 May 2026","46.08","4.23",".6"
"NIFTY CHEMICALS","11 May 2026","48.12","4.34",".59"
"NIFTY CHEMICALS","08 May 2026","47.62","4.37",".58"
"NIFTY CHEMICALS","07 May 2026","47.53","4.36",".58"
"NIFTY CHEMICALS","06 May 2026","47.51","4.35",".58"
"NIFTY CHEMICALS","05 May 2026","39.95","4.24",".6"
"NIFTY CHEMICALS","04 May 2026","39.86","4.23",".6"
"NIFTY CHEMICALS","30 Apr 2026","39.82","4.2",".6"
"NIFTY CHEMICALS","29 Apr 2026","39.82","4.2",".6"
"NIFTY CHEMICALS","28 Apr 2026","39.6","4.18",".61"
"NIFTY CHEMICALS","27 Apr 2026","39.57","4.15",".61"
"NIFTY CHEMICALS","24 Apr 2026","39.24","4.11",".62"
"NIFTY CHEMICALS","23 Apr 2026","39.62","4.15",".61"
"NIFTY CHEMICALS","22 Apr 2026","39.52","4.14",".61"
"NIFTY CHEMICALS","21 Apr 2026","39.14","4.1",".62"
"NIFTY CHEMICALS","20 Apr 2026","38.98","4.08",".62"
"NIFTY CHEMICALS","17 Apr 2026","39.25","4.11",".62"
"NIFTY CHEMICALS","16 Apr 2026","38.92","4.07",".62"
"NIFTY CHEMICALS","15 Apr 2026","38.82","4.06",".62"
"NIFTY CHEMICALS","13 Apr 2026","38.04","3.98",".64"
"NIFTY CHEMICALS","10 Apr 2026","38.15","3.99",".64"
