"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY 50","01 Jul 2026","20.7","3.13","1.23"
"NIFTY 50","30 Jun 2026","20.58","3.12","1.24"
"NIFTY 50","29 Jun 2026","20.65","3.13","1.22"
"NIFTY 50","25 Jun 2026","20.75","3.17","1.37"
"NIFTY 50","24 Jun 2026","20.72","3.17","1.37"
"NIFTY 50","23 Jun 2026","20.55","3.14","1.39"
"NIFTY 50","22 Jun 2026","20.79","3.18","1.36"
"NIFTY 50","19 Jun 2026","20.71","3.16","1.39"
"NIFTY 50","18 Jun 2026","20.85","3.18","1.19"
"NIFTY 50","17 Jun 2026","20.77","3.17","1.2"
"NIFTY 50","16 Jun 2026","20.69","3.16","1.2"
"NIFTY 50","15 Jun 2026","20.57","3.14","1.21"
"NIFTY 50","12 Jun 2026","20.37","3.11","1.23"
"NIFTY 50","11 Jun 2026","19.98","3.05","1.21"
"NIFTY 50","10 Jun 2026","20.02","3.07","1.21"
"NIFTY 50","09 Jun 2026","20.06","3.07","1.22"
"NIFTY 50","08 Jun 2026","19.96","3.05","1.22"
"NIFTY 50","05 Jun 2026","20.17","3.09","1.24"
"NIFTY 50","04 Jun 2026","20.21","3.11","1.19"
"NIFTY 50","03 Jun 2026","20.2","3.14","1.23"
"NIFTY 50","02 Jun 2026","20.27","3.16","1.26"
"NIFTY 50","01 Jun 2026","20.07","3.14","1.27"
"NIFTY 50","29 May 2026","20.27","3.21","1.35"
"NIFTY 50","27 May 2026","20.58","3.26","1.38"
"NIFTY 50","26 May 2026","20.6","3.26","1.38"
"NIFTY 50","25 May 2026","20.71","3.28","1.38"
"NIFTY 50","22 May 2026","20.44","3.25","1.36"
"NIFTY 50","21 May 2026","20.4","3.24","1.32"
"NIFTY 50","20 May 2026","20.41","3.24","1.32"
"NIFTY 50","19 May 2026","20.37","3.23","1.32"
"NIFTY 50","18 May 2026","20.45","3.24","1.32"
"NIFTY 50","15 May 2026","20.59","3.24","1.38"
"NIFTY 50","14 May 2026","20.61","3.24","1.31"
"NIFTY 50","13 May 2026","20.33","3.21","1.33"
"NIFTY 50","12 May 2026","20.3","3.2","1.33"
"NIFTY 50","11 May 2026","20.68","3.26","1.3"
"NIFTY 50","08 May 2026","21","3.31","1.29"
"NIFTY 50","07 May 2026","21.16","3.33","1.28"
"NIFTY 50","06 May 2026","21.21","3.33","1.28"
"NIFTY 50","05 May 2026","20.95","3.29","1.3"
"NIFTY 50","04 May 2026","21.03","3.3","1.29"
"NIFTY 50","30 Apr 2026","20.94","3.29","1.3"
"NIFTY 50","29 Apr 2026","21.02","3.3","1.29"
"NIFTY 50","28 Apr 2026","20.87","3.28","1.3"
"NIFTY 50","27 Apr 2026","20.96","3.29","1.31"
"NIFTY 50","24 Apr 2026","20.85","3.26","1.32"
"NIFTY 50","23 Apr 2026","21.09","3.3","1.29"
"NIFTY 50","22 Apr 2026","21.28","3.33","1.27"
"NIFTY 50","21 Apr 2026","21.45","3.36","1.26"
"NIFTY 50","20 Apr 2026","21.39","3.33","1.28"
"NIFTY 50","17 Apr 2026","21.38","3.33","1.28"
"NIFTY 50","16 Apr 2026","21.24","3.3","1.28"
"NIFTY 50","15 Apr 2026","21.27","3.31","1.28"
"NIFTY 50","13 Apr 2026","20.93","3.26","1.3"
"NIFTY 50","10 Apr 2026","21.13","3.28","1.29"
"NIFTY 50","09 Apr 2026","20.89","3.25","1.31"
"NIFTY 50","08 Apr 2026","21.09","3.28","1.3"
"NIFTY 50","07 Apr 2026","20.32","3.16","1.34"
"NIFTY 50","06 Apr 2026","20.18","3.14","1.35"
"NIFTY 50","02 Apr 2026","19.96","3.1","1.37"
"NIFTY 50","01 Apr 2026","19.93","3.1","1.37"
"NIFTY 50","30 Mar 2026","19.62","3.05","1.39"
"NIFTY 50","27 Mar 2026","19.97","3.1","1.37"
"NIFTY 50","25 Mar 2026","20.39","3.17","1.34"
"NIFTY 50","24 Mar 2026","20.05","3.11","1.36"
"NIFTY 50","23 Mar 2026","19.7","3.06","1.39"
"NIFTY 50","20 Mar 2026","20.23","3.14","1.35"
"NIFTY 50","19 Mar 2026","20.13","3.13","1.36"
"NIFTY 50","18 Mar 2026","20.81","3.23","1.31"
"NIFTY 50","17 Mar 2026","20.63","3.2","1.32"
"NIFTY 50","16 Mar 2026","20.48","3.18","1.33"
"NIFTY 50","13 Mar 2026","20.26","3.15","1.35"
"NIFTY 50","12 Mar 2026","20.68","3.21","1.32"
"NIFTY 50","11 Mar 2026","20.88","3.24","1.31"
"NIFTY 50","10 Mar 2026","21.23","3.3","1.29"
"NIFTY 50","09 Mar 2026","21.02","3.27","1.3"
"NIFTY 50","06 Mar 2026","21.39","3.32","1.28"
"NIFTY 50","05 Mar 2026","21.67","3.37","1.26"
"NIFTY 50","04 Mar 2026","21.42","3.33","1.27"
"NIFTY 50","02 Mar 2026","21.76","3.38","1.25"
"NIFTY 50","27 Feb 2026","22.03","3.42","1.24"
"NIFTY 50","26 Feb 2026","22.31","3.47","1.22"
"NIFTY 50","25 Feb 2026","22.3","3.46","1.22"
"NIFTY 50","24 Feb 2026","22.25","3.46","1.23"
"NIFTY 50","23 Feb 2026","22.5","3.5","1.21"
"NIFTY 50","20 Feb 2026","22.38","3.48","1.22"
"NIFTY 50","19 Feb 2026","22.28","3.46","1.22"
"NIFTY 50","18 Feb 2026","22.6","3.51","1.21"
"NIFTY 50","17 Feb 2026","22.52","3.5","1.2"
"NIFTY 50","16 Feb 2026","22.51","3.49","1.2"
"NIFTY 50","13 Feb 2026","22.24","3.46","1.21"
"NIFTY 50","12 Feb 2026","22.58","3.51","1.2"
"NIFTY 50","11 Feb 2026","22.74","3.53","1.24"
"NIFTY 50","10 Feb 2026","22.73","3.53","1.24"
"NIFTY 50","09 Feb 2026","22.79","3.52","1.25"
"NIFTY 50","06 Feb 2026","22.26","3.49","1.28"
"NIFTY 50","05 Feb 2026","22.21","3.49","1.27"
"NIFTY 50","04 Feb 2026","22.38","3.5","1.26"
"NIFTY 50","03 Feb 2026","22.35","3.5","1.26"
"NIFTY 50","02 Feb 2026","21.8","3.41","1.29"
"NIFTY 50","01 Feb 2026","21.57","3.38","1.3"
"NIFTY 50","30 Jan 2026","22.04","3.44","1.3"
"NIFTY 50","29 Jan 2026","22.12","3.46","1.3"
"NIFTY 50","28 Jan 2026","22.07","3.45","1.3"
"NIFTY 50","27 Jan 2026","21.91","3.42","1.33"
"NIFTY 50","23 Jan 2026","21.76","3.41","1.32"
"NIFTY 50","22 Jan 2026","21.97","3.44","1.31"
"NIFTY 50","21 Jan 2026","21.85","3.42","1.31"
"NIFTY 50","20 Jan 2026","21.91","3.43","1.31"
"NIFTY 50","19 Jan 2026","22.31","3.48","1.29"
"NIFTY 50","16 Jan 2026","22.4","3.49","1.37"
"NIFTY 50","14 Jan 2026","22.38","3.49","1.31"
