"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY 50","31 Dec 2024","21.79","3.53","1.27"
"NIFTY 50","30 Dec 2024","21.76","3.52","1.28"
"NIFTY 50","27 Dec 2024","21.92","3.55","1.27"
"NIFTY 50","26 Dec 2024","21.86","3.54","1.27"
"NIFTY 50","24 Dec 2024","21.84","3.54","1.27"
"NIFTY 50","23 Dec 2024","21.86","3.54","1.27"
"NIFTY 50","20 Dec 2024","21.71","3.52","1.28"
"NIFTY 50","19 Dec 2024","22.05","3.57","1.26"
"NIFTY 50","18 Dec 2024","22.27","3.61","1.25"
"NIFTY 50","17 Dec 2024","22.4","3.63","1.24"
"NIFTY 50","16 Dec 2024","22.71","3.68","1.22"
"NIFTY 50","13 Dec 2024","22.8","3.69","1.22"
"NIFTY 50","12 Dec 2024","22.6","3.66","1.23"
"NIFTY 50","11 Dec 2024","22.68","3.67","1.24"
"NIFTY 50","10 Dec 2024","22.65","3.67","1.24"
"NIFTY 50","09 Dec 2024","22.66","3.67","1.24"
"NIFTY 50","06 Dec 2024","22.72","3.68","1.24"
"NIFTY 50","05 Dec 2024","22.74","3.68","1.24"
"NIFTY 50","04 Dec 2024","22.52","3.65","1.25"
"NIFTY 50","03 Dec 2024","22.51","3.64","1.25"
"NIFTY 50","02 Dec 2024","22.35","3.62","1.26"
"NIFTY 50","29 Nov 2024","22.21","3.6","1.27"
"NIFTY 50","28 Nov 2024","22.01","3.56","1.28"
"NIFTY 50","27 Nov 2024","22.34","3.63","1.26"
"NIFTY 50","26 Nov 2024","22.27","3.62","1.26"
"NIFTY 50","25 Nov 2024","22.29","3.63","1.26"
"NIFTY 50","22 Nov 2024","22.01","3.58","1.28"
"NIFTY 50","21 Nov 2024","21.49","3.5","1.31"
"NIFTY 50","19 Nov 2024","21.65","3.52","1.36"
"NIFTY 50","18 Nov 2024","21.57","3.51","1.33"
"NIFTY 50","14 Nov 2024","21.65","3.52","1.35"
"NIFTY 50","13 Nov 2024","21.68","3.53","1.33"
"NIFTY 50","12 Nov 2024","21.93","3.58","1.31"
"NIFTY 50","11 Nov 2024","22.23","3.62","1.29"
"NIFTY 50","08 Nov 2024","22.27","3.62","1.29"
"NIFTY 50","07 Nov 2024","22.55","3.62","1.29"
"NIFTY 50","06 Nov 2024","22.8","3.67","1.27"
"NIFTY 50","05 Nov 2024","22.55","3.63","1.27"
"NIFTY 50","04 Nov 2024","22.36","3.59","1.24"
"NIFTY 50","01 Nov 2024","22.68","3.64","1.26"
"NIFTY 50","31 Oct 2024","22.58","3.63","1.27"
"NIFTY 50","30 Oct 2024","22.9","3.65","1.25"
"NIFTY 50","29 Oct 2024","23.02","3.67","1.24"
"NIFTY 50","28 Oct 2024","22.74","3.65","1.18"
"NIFTY 50","25 Oct 2024","22.56","3.62","1.18"
"NIFTY 50","24 Oct 2024","22.76","3.65","1.23"
"NIFTY 50","23 Oct 2024","22.81","3.66","1.23"
"NIFTY 50","22 Oct 2024","22.83","3.67","1.23"
"NIFTY 50","21 Oct 2024","23.23","3.71","1.2"
"NIFTY 50","18 Oct 2024","23.38","3.72","1.22"
"NIFTY 50","17 Oct 2024","23.26","3.71","1.21"
"NIFTY 50","16 Oct 2024","23.47","3.74","1.2"
"NIFTY 50","15 Oct 2024","23.55","3.75","1.2"
"NIFTY 50","14 Oct 2024","23.62","3.76","1.2"
"NIFTY 50","11 Oct 2024","23.47","3.74","1.2"
"NIFTY 50","10 Oct 2024","23.5","3.74","1.2"
"NIFTY 50","09 Oct 2024","23.48","3.74","1.2"
"NIFTY 50","08 Oct 2024","23.51","3.75","1.2"
"NIFTY 50","07 Oct 2024","23.31","3.71","1.21"
"NIFTY 50","04 Oct 2024","23.52","3.75","1.2"
"NIFTY 50","03 Oct 2024","23.74","3.78","1.19"
"NIFTY 50","01 Oct 2024","24.25","3.86","1.16"
"NIFTY 50","30 Sep 2024","24.26","3.87","1.16"
"NIFTY 50","27 Sep 2024","24.34","3.87","1.16"
"NIFTY 50","26 Sep 2024","24.38","3.87","1.16"
"NIFTY 50","25 Sep 2024","24.18","3.84","1.17"
"NIFTY 50","24 Sep 2024","24.12","3.83","1.17"
"NIFTY 50","23 Sep 2024","24.12","3.83","1.17"
"NIFTY 50","20 Sep 2024","23.98","4.08","1.18"
"NIFTY 50","19 Sep 2024","23.64","4.04","1.2"
"NIFTY 50","18 Sep 2024","23.6","4.04","1.2"
"NIFTY 50","17 Sep 2024","23.64","4.05","1.2"
"NIFTY 50","16 Sep 2024","23.61","4.07","1.2"
"NIFTY 50","13 Sep 2024","23.58","4.07","1.2"
"NIFTY 50","12 Sep 2024","23.61","4.18","1.2"
"NIFTY 50","11 Sep 2024","23.17","4.11","1.22"
"NIFTY 50","10 Sep 2024","23.29","4.15","1.22"
"NIFTY 50","09 Sep 2024","23.19","4.21","1.22"
"NIFTY 50","06 Sep 2024","23.11","4.2","1.23"
"NIFTY 50","05 Sep 2024","23.38","4.25","1.21"
"NIFTY 50","04 Sep 2024","23.43","4.26","1.21"
"NIFTY 50","03 Sep 2024","23.51","4.27","1.21"
"NIFTY 50","02 Sep 2024","23.51","4.27","1.21"
"NIFTY 50","30 Aug 2024","23.47","4.26","1.21"
"NIFTY 50","29 Aug 2024","23.37","4.24","1.21"
"NIFTY 50","28 Aug 2024","23.28","4.22","1.22"
"NIFTY 50","27 Aug 2024","23.24","4.22","1.22"
"NIFTY 50","26 Aug 2024","23.24","4.21","1.22"
"NIFTY 50","23 Aug 2024","23.06","4.18","1.23"
"NIFTY 50","22 Aug 2024","23.05","4.18","1.22"
"NIFTY 50","21 Aug 2024","23.01","4.17","1.22"
"NIFTY 50","20 Aug 2024","22.95","4.16","1.26"
"NIFTY 50","19 Aug 2024","22.83","4.14","1.26"
"NIFTY 50","16 Aug 2024","22.8","4.14","1.24"
"NIFTY 50","14 Aug 2024","22.47","4.07","1.24"
"NIFTY 50","13 Aug 2024","22.46","4.07","1.25"
"NIFTY 50","12 Aug 2024","22.65","4.1","1.24"
"NIFTY 50","09 Aug 2024","22.67","4.11","1.21"
"NIFTY 50","08 Aug 2024","22.44","4.06","1.25"
"NIFTY 50","07 Aug 2024","22.61","4.09","1.25"
"NIFTY 50","06 Aug 2024","22.3","4.04","1.23"
"NIFTY 50","05 Aug 2024","22.38","4.05","1.22"
"NIFTY 50","02 Aug 2024","23.09","4.17","1.19"
"NIFTY 50","01 Aug 2024","23.45","4.22","1.19"
"NIFTY 50","31 Jul 2024","23.4","4.21","1.19"
"NIFTY 50","30 Jul 2024","23.31","4.19","1.19"
"NIFTY 50","29 Jul 2024","23.4","4.19","1.18"
"NIFTY 50","26 Jul 2024","23.4","4.19","1.2"
"NIFTY 50","25 Jul 2024","23.03","4.11","1.22"
"NIFTY 50","24 Jul 2024","23.05","4.11","1.22"
"NIFTY 50","23 Jul 2024","23.11","4.12","1.22"
"NIFTY 50","22 Jul 2024","23.28","4.15","1.2"
"NIFTY 50","19 Jul 2024","23.31","4.16","1.24"
"NIFTY 50","18 Jul 2024","23.57","4.19","1.2"
"NIFTY 50","16 Jul 2024","23.39","4.17","1.21"
"NIFTY 50","15 Jul 2024","23.38","4.16","1.2"
"NIFTY 50","12 Jul 2024","23.32","4.22","1.23"
"NIFTY 50","11 Jul 2024","23.14","4.19","1.23"
"NIFTY 50","10 Jul 2024","23.15","4.19","1.23"
"NIFTY 50","09 Jul 2024","23.25","4.21","1.23"
"NIFTY 50","08 Jul 2024","23.14","4.19","1.23"
"NIFTY 50","05 Jul 2024","23.15","4.19","1.23"
"NIFTY 50","04 Jul 2024","23.13","4.19","1.22"
"NIFTY 50","03 Jul 2024","23.11","4.18","1.22"
"NIFTY 50","02 Jul 2024","22.96","4.16","1.23"
"NIFTY 50","01 Jul 2024","22.97","4.16","1.22"
"NIFTY 50","28 Jun 2024","22.85","4.14","1.25"
"NIFTY 50","27 Jun 2024","22.86","4.13","1.24"
"NIFTY 50","26 Jun 2024","22.69","4.1","1.24"
"NIFTY 50","25 Jun 2024","22.55","4.08","1.25"
"NIFTY 50","24 Jun 2024","22.38","4.05","1.26"
"NIFTY 50","21 Jun 2024","22.34","4.04","1.29"
"NIFTY 50","20 Jun 2024","22.41","4.05","1.25"
"NIFTY 50","19 Jun 2024","22.36","4.08","1.22"
"NIFTY 50","18 Jun 2024","22.4","4.08","1.23"
"NIFTY 50","14 Jun 2024","22.32","4.07","1.27"
"NIFTY 50","13 Jun 2024","22.25","4.06","1.24"
"NIFTY 50","12 Jun 2024","22.18","4.09","1.24"
"NIFTY 50","11 Jun 2024","22.13","4.08","1.24"
"NIFTY 50","10 Jun 2024","22.12","4.08","1.22"
"NIFTY 50","07 Jun 2024","22.15","4.08","1.23"
"NIFTY 50","06 Jun 2024","21.71","4","1.25"
"NIFTY 50","05 Jun 2024","21.51","3.97","1.26"
"NIFTY 50","04 Jun 2024","20.81","3.84","1.31"
"NIFTY 50","03 Jun 2024","22.13","4.08","1.17"
"NIFTY 50","31 May 2024","21.4","3.95","1.28"
"NIFTY 50","30 May 2024","21.36","3.94","1.22"
"NIFTY 50","29 May 2024","21.57","3.98","1.29"
"NIFTY 50","28 May 2024","21.74","4.01","1.28"
"NIFTY 50","27 May 2024","21.85","4.02","1.28"
"NIFTY 50","24 May 2024","21.88","4.03","1.28"
"NIFTY 50","23 May 2024","21.9","4.03","1.27"
"NIFTY 50","22 May 2024","21.55","3.96","1.29"
"NIFTY 50","21 May 2024","21.52","3.95","1.24"
"NIFTY 50","18 May 2024","21.5","3.95","1.25"
"NIFTY 50","17 May 2024","21.47","3.94","1.25"
"NIFTY 50","16 May 2024","21.41","3.93","1.26"
"NIFTY 50","15 May 2024","21.17","3.89","1.35"
"NIFTY 50","14 May 2024","21.19","3.9","1.35"
"NIFTY 50","13 May 2024","21.35","3.88","1.35"
"NIFTY 50","10 May 2024","21.33","3.87","1.36"
"NIFTY 50","09 May 2024","21.26","3.85","1.21"
"NIFTY 50","08 May 2024","21.61","3.91","1.19"
"NIFTY 50","07 May 2024","21.61","3.91","1.19"
"NIFTY 50","06 May 2024","21.77","3.94","1.16"
"NIFTY 50","03 May 2024","21.87","3.94","1.16"
"NIFTY 50","02 May 2024","22.03","3.97","1.15"
"NIFTY 50","30 Apr 2024","22","3.96","1.16"
"NIFTY 50","29 Apr 2024","22.2","3.97","1.15"
"NIFTY 50","26 Apr 2024","22","3.93","1.19"
"NIFTY 50","25 Apr 2024","22.75","3.96","1.18"
"NIFTY 50","24 Apr 2024","22.58","3.93","1.19"
"NIFTY 50","23 Apr 2024","22.54","3.92","1.19"
"NIFTY 50","22 Apr 2024","22.78","3.92","1.19"
"NIFTY 50","19 Apr 2024","22.68","3.88","1.2"
"NIFTY 50","18 Apr 2024","22.53","3.86","1.21"
"NIFTY 50","16 Apr 2024","22.68","3.88","1.2"
"NIFTY 50","15 Apr 2024","22.82","3.91","1.2"
"NIFTY 50","12 Apr 2024","23.08","3.95","1.19"
"NIFTY 50","10 Apr 2024","23.32","4.01","1.18"
"NIFTY 50","09 Apr 2024","23.20","3.99","1.19"
"NIFTY 50","08 Apr 2024","23.23","4.00","1.18"
"NIFTY 50","05 Apr 2024","23.07","3.97","1.19"
"NIFTY 50","04 Apr 2024","23.07","3.97","1.19"
"NIFTY 50","03 Apr 2024","22.99","3.96","1.20"
"NIFTY 50","02 Apr 2024","23.01","3.96","1.20"
"NIFTY 50","01 Apr 2024","23.02","3.96","1.20"
"NIFTY 50","28 Mar 2024","22.88","3.94","1.20"
"NIFTY 50","27 Mar 2024","22.84","3.90","1.21"
"NIFTY 50","26 Mar 2024","22.72","3.87","1.22"
"NIFTY 50","22 Mar 2024","22.81","3.89","1.21"
"NIFTY 50","21 Mar 2024","22.73","3.88","1.22"
"NIFTY 50","20 Mar 2024","22.55","3.85","1.23"
"NIFTY 50","19 Mar 2024","22.52","3.84","1.23"
"NIFTY 50","18 Mar 2024","22.77","3.88","1.22"
"NIFTY 50","15 Mar 2024","22.74","3.88","1.22"
"NIFTY 50","14 Mar 2024","22.86","3.90","1.21"
"NIFTY 50","13 Mar 2024","22.71","3.87","1.22"
"NIFTY 50","12 Mar 2024","23.06","3.93","1.20"
"NIFTY 50","11 Mar 2024","23.06","3.93","1.20"
"NIFTY 50","07 Mar 2024","23.22","3.96","1.19"
"NIFTY 50","06 Mar 2024","23.20","3.96","1.19"
"NIFTY 50","05 Mar 2024","23.08","3.94","1.20"
"NIFTY 50","04 Mar 2024","23.13","3.95","1.20"
"NIFTY 50","02 Mar 2024","23.10","3.94","1.20"
"NIFTY 50","01 Mar 2024","23.06","3.93","1.20"
"NIFTY 50","29 Feb 2024","22.70","3.87","1.22"
"NIFTY 50","28 Feb 2024","22.66","3.87","1.22"
"NIFTY 50","27 Feb 2024","22.92","3.91","1.21"
"NIFTY 50","26 Feb 2024","22.84","3.90","1.21"
"NIFTY 50","23 Feb 2024","22.93","3.91","1.22"
"NIFTY 50","22 Feb 2024","22.94","3.91","1.22"
"NIFTY 50","21 Feb 2024","22.77","3.88","1.23"
"NIFTY 50","20 Feb 2024","22.92","3.91","1.21"
"NIFTY 50","19 Feb 2024","22.84","3.90","1.20"
"NIFTY 50","16 Feb 2024","22.76","3.88","1.22"
"NIFTY 50","15 Feb 2024","22.62","3.86","1.21"
"NIFTY 50","14 Feb 2024","22.59","3.85","1.24"
"NIFTY 50","13 Feb 2024","22.50","3.83","1.25"
"NIFTY 50","12 Feb 2024","22.38","3.81","1.25"
"NIFTY 50","09 Feb 2024","22.51","3.84","1.24"
"NIFTY 50","08 Feb 2024","22.45","3.82","1.24"
"NIFTY 50","07 Feb 2024","22.66","3.86","1.21"
"NIFTY 50","06 Feb 2024","22.66","3.86","1.21"
"NIFTY 50","05 Feb 2024","22.39","3.83","1.21"
"NIFTY 50","02 Feb 2024","22.51","3.85","1.22"
"NIFTY 50","01 Feb 2024","22.38","3.82","1.23"
"NIFTY 50","31 Jan 2024","22.46","3.83","1.23"
"NIFTY 50","30 Jan 2024","22.31","3.79","1.24"
"NIFTY 50","29 Jan 2024","22.58","3.83","1.23"
"NIFTY 50","25 Jan 2024","22.27","3.76","1.25"
"NIFTY 50","24 Jan 2024","22.39","3.78","1.25"
"NIFTY 50","23 Jan 2024","22.31","3.74","1.26"
"NIFTY 50","20 Jan 2024","22.73","3.80","1.24"
"NIFTY 50","19 Jan 2024","22.79","3.81","1.24"
"NIFTY 50","18 Jan 2024","22.64","3.78","1.21"
"NIFTY 50","17 Jan 2024","23.03","3.80","1.21"
"NIFTY 50","16 Jan 2024","23.52","3.88","1.18"
"NIFTY 50","15 Jan 2024","23.59","3.89","1.26"
"NIFTY 50","12 Jan 2024","23.34","3.85","1.27"
"NIFTY 50","11 Jan 2024","23.08","3.81","1.29"
"NIFTY 50","10 Jan 2024","23.05","3.81","1.29"
"NIFTY 50","09 Jan 2024","22.97","3.79","1.29"
"NIFTY 50","08 Jan 2024","22.94","3.79","1.29"
"NIFTY 50","05 Jan 2024","23.15","3.82","1.28"
"NIFTY 50","04 Jan 2024","23.09","3.81","1.28"
"NIFTY 50","03 Jan 2024","22.94","3.79","1.29"
"NIFTY 50","02 Jan 2024","23.10","3.81","1.28"
"NIFTY 50","01 Jan 2024","23.18","3.83","1.28"
