"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY SMALLCAP 250","01 Jul 2026","35.68","3.76",".65"
"NIFTY SMALLCAP 250","30 Jun 2026","35.52","3.74",".66"
"NIFTY SMALLCAP 250","29 Jun 2026","34.89","3.66",".66"
"NIFTY SMALLCAP 250","25 Jun 2026","35.05","3.69",".66"
"NIFTY SMALLCAP 250","24 Jun 2026","35.21","3.7",".65"
"NIFTY SMALLCAP 250","23 Jun 2026","35.14","3.74",".65"
"NIFTY SMALLCAP 250","22 Jun 2026","35.34","3.76",".65"
"NIFTY SMALLCAP 250","19 Jun 2026","35.07","3.74",".66"
"NIFTY SMALLCAP 250","18 Jun 2026","34.88","3.72",".66"
"NIFTY SMALLCAP 250","17 Jun 2026","34.64","3.7",".66"
"NIFTY SMALLCAP 250","16 Jun 2026","34.39","3.68",".66"
"NIFTY SMALLCAP 250","15 Jun 2026","34.24","3.66",".67"
"NIFTY SMALLCAP 250","12 Jun 2026","33.82","3.62",".69"
"NIFTY SMALLCAP 250","11 Jun 2026","32.95","3.52",".7"
"NIFTY SMALLCAP 250","10 Jun 2026","33.23","3.55",".7"
"NIFTY SMALLCAP 250","09 Jun 2026","33.62","3.59",".68"
"NIFTY SMALLCAP 250","08 Jun 2026","33.17","3.54",".69"
"NIFTY SMALLCAP 250","05 Jun 2026","33.77","3.62",".69"
"NIFTY SMALLCAP 250","04 Jun 2026","33.77","3.62",".69"
"NIFTY SMALLCAP 250","03 Jun 2026","33.55","3.6",".69"
"NIFTY SMALLCAP 250","02 Jun 2026","33.53","3.59",".7"
"NIFTY SMALLCAP 250","01 Jun 2026","33.39","3.58",".7"
"NIFTY SMALLCAP 250","29 May 2026","33.67","3.61",".71"
"NIFTY SMALLCAP 250","27 May 2026","33.63","3.63",".69"
"NIFTY SMALLCAP 250","26 May 2026","33.53","3.61",".7"
"NIFTY SMALLCAP 250","25 May 2026","33.14","3.6",".7"
"NIFTY SMALLCAP 250","22 May 2026","30.03","3.56",".71"
"NIFTY SMALLCAP 250","21 May 2026","30.2","3.57",".71"
"NIFTY SMALLCAP 250","20 May 2026","29.85","3.54",".71"
"NIFTY SMALLCAP 250","19 May 2026","29.76","3.54",".71"
"NIFTY SMALLCAP 250","18 May 2026","29.71","3.5",".72"
"NIFTY SMALLCAP 250","15 May 2026","30.13","3.56",".72"
"NIFTY SMALLCAP 250","14 May 2026","29.93","3.58",".7"
"NIFTY SMALLCAP 250","13 May 2026","29.97","3.58",".7"
"NIFTY SMALLCAP 250","12 May 2026","29.89","3.57",".7"
"NIFTY SMALLCAP 250","11 May 2026","30.63","3.64",".68"
"NIFTY SMALLCAP 250","08 May 2026","31.24","3.68",".68"
"NIFTY SMALLCAP 250","07 May 2026","31.26","3.68",".68"
"NIFTY SMALLCAP 250","06 May 2026","31.07","3.64",".68"
"NIFTY SMALLCAP 250","05 May 2026","30.14","3.58",".7"
"NIFTY SMALLCAP 250","04 May 2026","30.09","3.57",".7"
"NIFTY SMALLCAP 250","30 Apr 2026","30","3.54",".7"
"NIFTY SMALLCAP 250","29 Apr 2026","29.96","3.51",".7"
"NIFTY SMALLCAP 250","28 Apr 2026","29.81","3.49",".7"
"NIFTY SMALLCAP 250","27 Apr 2026","30.14","3.49",".7"
"NIFTY SMALLCAP 250","24 Apr 2026","29.67","3.43",".72"
