"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY FMCG","01 Sep 2026","32.23","7.76","1.02"
"NIFTY FMCG","31 Aug 2026","31.93","7.68","1.03"
"NIFTY FMCG","28 Aug 2026","32.48","7.81","1.01"
"NIFTY FMCG","27 Aug 2026","32.63","7.85","1.01"
"NIFTY FMCG","26 Aug 2026","32.78","7.89","1"
"NIFTY FMCG","25 Aug 2026","33.1","7.96",".99"
"NIFTY FMCG","24 Aug 2026","32.97","7.93","1"
"NIFTY FMCG","21 Aug 2026","32.96","7.93","1"
"NIFTY FMCG","20 Aug 2026","33.21","7.99",".98"
"NIFTY FMCG","19 Aug 2026","32.94","7.92",".99"
"NIFTY FMCG","18 Aug 2026","33.17","7.97",".99"
"NIFTY FMCG","17 Aug 2026","33.43","8.03",".98"
"NIFTY FMCG","14 Aug 2026","33.78","8.12",".97"
"NIFTY FMCG","13 Aug 2026","33.94","8.15",".96"
"NIFTY FMCG","12 Aug 2026","33.66","8.08",".97"
"NIFTY FMCG","11 Aug 2026","33.9","8.14",".96"
"NIFTY FMCG","10 Aug 2026","34.33","8.24",".95"
"NIFTY FMCG","07 Aug 2026","34.42","8.26",".95"
"NIFTY FMCG","06 Aug 2026","34.37","8.25",".95"
"NIFTY FMCG","05 Aug 2026","34.43","8.25",".95"
"NIFTY FMCG","04 Aug 2026","34.53","8.28",".94"
"NIFTY FMCG","03 Aug 2026","34.09","8.35","1.02"
"NIFTY FMCG","31 Jul 2026","33.52","8.21","1.11"
"NIFTY FMCG","30 Jul 2026","33.92","8.29",".99"
"NIFTY FMCG","29 Jul 2026","34.07","8.3",".97"
"NIFTY FMCG","28 Jul 2026","33.51","8.17",".98"
"NIFTY FMCG","27 Jul 2026","34.05","8.28",".97"
"NIFTY FMCG","24 Jul 2026","33.7","8.2",".98"
"NIFTY FMCG","23 Jul 2026","33.74","8.21",".98"
"NIFTY FMCG","22 Jul 2026","33.87","8.27",".97"
"NIFTY FMCG","21 Jul 2026","33.66","8.22",".98"
"NIFTY FMCG","20 Jul 2026","33.76","8.27",".98"
"NIFTY FMCG","17 Jul 2026","33.54","8.24","1.01"
"NIFTY FMCG","16 Jul 2026","33.31","8.18",".99"
"NIFTY FMCG","15 Jul 2026","33.22","8.16",".99"
"NIFTY FMCG","14 Jul 2026","33.39","8.2",".99"
"NIFTY FMCG","13 Jul 2026","33.58","8.25",".98"
"NIFTY FMCG","10 Jul 2026","33.93","8.35",".97"
"NIFTY FMCG","09 Jul 2026","33.95","8.36",".92"
"NIFTY FMCG","08 Jul 2026","33.7","8.29",".93"
"NIFTY FMCG","07 Jul 2026","34.56","8.5",".87"
"NIFTY FMCG","06 Jul 2026","34.54","8.5",".87"
"NIFTY FMCG","03 Jul 2026","34.47","8.66",".91"
"NIFTY FMCG","02 Jul 2026","34.46","8.66",".91"
"NIFTY FMCG","01 Jul 2026","34.27","8.61",".91"
"NIFTY FMCG","30 Jun 2026","33.57","8.43",".93"
"NIFTY FMCG","29 Jun 2026","33.8","8.49",".93"
"NIFTY FMCG","25 Jun 2026","34","8.54",".92"
"NIFTY FMCG","24 Jun 2026","33.77","8.48",".93"
"NIFTY FMCG","23 Jun 2026","33.76","8.48",".93"
"NIFTY FMCG","22 Jun 2026","33.96","8.53",".94"
"NIFTY FMCG","19 Jun 2026","34.1","8.57",".94"
"NIFTY FMCG","18 Jun 2026","34.17","8.58",".93"
"NIFTY FMCG","17 Jun 2026","34.1","8.57",".94"
"NIFTY FMCG","16 Jun 2026","34.16","8.58",".94"
"NIFTY FMCG","15 Jun 2026","33.74","8.48",".95"
"NIFTY FMCG","12 Jun 2026","33.6","8.44",".95"
"NIFTY FMCG","11 Jun 2026","33.39","8.39",".96"
"NIFTY FMCG","10 Jun 2026","33.69","8.46",".95"
"NIFTY FMCG","09 Jun 2026","33.33","8.4",".96"
"NIFTY FMCG","08 Jun 2026","33.09","8.34",".97"
"NIFTY FMCG","05 Jun 2026","33.23","8.36",".96"
"NIFTY FMCG","04 Jun 2026","33.18","8.35",".96"
"NIFTY FMCG","03 Jun 2026","33.11","8.33",".96"
"NIFTY FMCG","02 Jun 2026","33.45","8.42",".95"
"NIFTY FMCG","01 Jun 2026","33.26","8.35",".96"
"NIFTY FMCG","29 May 2026","34.04","8.55",".91"
"NIFTY FMCG","27 May 2026","34.56","8.68","1.71"
"NIFTY FMCG","26 May 2026","34.88","8.76","1.7"
"NIFTY FMCG","25 May 2026","35.11","8.75","1.7"
"NIFTY FMCG","22 May 2026","35.17","8.85","1.64"
"NIFTY FMCG","21 May 2026","35.18","8.86","1.64"
"NIFTY FMCG","20 May 2026","35.36","8.9","1.63"
"NIFTY FMCG","19 May 2026","35.61","8.97","1.62"
"NIFTY FMCG","18 May 2026","35.69","8.97","1.62"
"NIFTY FMCG","15 May 2026","35.8","9","1.61"
"NIFTY FMCG","14 May 2026","35.61","8.95","1.62"
"NIFTY FMCG","13 May 2026","35.49","8.92","1.63"
"NIFTY FMCG","12 May 2026","35.38","8.89","1.65"
"NIFTY FMCG","11 May 2026","35.91","9.02","1.61"
"NIFTY FMCG","08 May 2026","36.03","9.02","1.61"
"NIFTY FMCG","07 May 2026","36.05","9","1.61"
"NIFTY FMCG","06 May 2026","36.36","9.07","1.61"
"NIFTY FMCG","05 May 2026","36.45","9.09","1.6"
"NIFTY FMCG","04 May 2026","36.22","9.03","1.61"
"NIFTY FMCG","30 Apr 2026","36.33","9","1.62"
"NIFTY FMCG","29 Apr 2026","36.83","9.12","1.59"
"NIFTY FMCG","28 Apr 2026","36.19","8.97","1.62"
"NIFTY FMCG","27 Apr 2026","36.38","8.99","1.61"
"NIFTY FMCG","24 Apr 2026","36.18","8.95","1.62"
"NIFTY FMCG","23 Apr 2026","36.45","9.01","1.6"
"NIFTY FMCG","22 Apr 2026","36.6","9.02","1.6"
"NIFTY FMCG","21 Apr 2026","36.33","8.95","1.61"
"NIFTY FMCG","20 Apr 2026","35.43","8.73","1.66"
"NIFTY FMCG","17 Apr 2026","35.5","8.75","1.65"
"NIFTY FMCG","16 Apr 2026","34.59","8.52","1.7"
"NIFTY FMCG","15 Apr 2026","34.53","8.51","1.7"
"NIFTY FMCG","13 Apr 2026","34.01","8.38","1.73"
"NIFTY FMCG","10 Apr 2026","34.46","8.49","1.7"
"NIFTY FMCG","09 Apr 2026","34.06","8.39","1.72"
"NIFTY FMCG","08 Apr 2026","34.11","8.41","1.72"
"NIFTY FMCG","07 Apr 2026","33.59","8.28","1.74"
"NIFTY FMCG","06 Apr 2026","33.32","8.21","1.75"
"NIFTY FMCG","02 Apr 2026","33.05","8.15","1.79"
"NIFTY FMCG","01 Apr 2026","32.98","8.13","1.79"
"NIFTY FMCG","30 Mar 2026","32.56","8.02","1.81"
"NIFTY FMCG","27 Mar 2026","33.48","8.22","1.77"
"NIFTY FMCG","25 Mar 2026","34.1","8.38","1.74"
"NIFTY FMCG","24 Mar 2026","33.47","8.22","1.77"
"NIFTY FMCG","23 Mar 2026","33.06","8.12","1.79"
